1;Product_1;1.06710868705443
2;Product_2;8.036531869695008
3;Product_3;51.65351628306302
4;Product_4;35.76887418637901
5;Product_5;79.46844168049518
6;Product_6;62.64377985480747
7;Product_7;13.173751529300404
8;Product_8;86.83440790853957
9;Product_9;17.529475354364664
10;Product_10;30.243915623427466
11;Product_11;12.72881959030503
12;Product_12;60.6211977257473
13;Product_13;18.10552728301732
14;Product_14;25.40323174605139
15;Product_15;81.62491744316982
16;Product_16;8.423151243771477
17;Product_17;30.941633754310004
18;Product_18;21.25529654846735
19;Product_19;66.34118555102621
20;Product_20;24.272659938861807
21;Product_21;21.613983882005062
22;Product_22;47.15991893391688
23;Product_23;8.437300189496833
24;Product_24;67.41040422992602
25;Product_25;72.32264017183047
26;Product_26;70.05437624213288
27;Product_27;64.34610620337051
28;Product_28;78.39769217585764
29;Product_29;40.00246252077356
30;Product_30;28.835921785996156
31;Product_31;53.45765188488596
32;Product_32;91.85287205592036
33;Product_33;17.629335324379458
34;Product_34;84.18090844396204
35;Product_35;44.873696739917825
36;Product_36;5.922314172956533
37;Product_37;93.13389312305974
38;Product_38;92.3973839596786
39;Product_39;93.3093276748337
40;Product_40;28.85033542037183
41;Product_41;76.99516808275598
42;Product_42;11.224336038462756
43;Product_43;12.841037618055552
44;Product_44;86.39135174294451
45;Product_45;74.37167286673406
46;Product_46;97.9322247195286
47;Product_47;33.5483050317852
48;Product_48;40.311440914805175
49;Product_49;10.537639923660047
50;Product_50;65.6457840134525
